Epoch,Training Loss,Validation Loss,Training Loss,Validation Loss,1 layer,2 layer,3 layer,4 layer,5 layer,12 layer,1 neuron,5 neuron,10 neuron,30 neuron
2588,0.730133,0.767528,0.46728512,0.47925152,1.130572384,0.914857907,0.751086326,0.63766906,0.527335248,0.431326368,3.609337712,1.569955048,1.14041805,0.735859208
2589,0.729633,0.7186,0.46696512,0.45637344,1.117944304,0.918755443,0.757004354,0.605603484,0.523682787,0.410736096,3.579745592,1.548844948,1.125669465,0.728715219
2590,0.730451,0.739921,0.46748864,0.47051904,1.128739904,0.931791923,0.781033538,0.643626831,0.528501465,0.423467136,3.598888992,1.563814448,1.13750854,0.735564062
2591,0.726815,0.809098,0.4651616,0.49149216,1.152763024,0.939010419,0.784008335,0.631206668,0.522565335,0.442342944,3.631473672,1.592118348,1.162601855,0.736475938
2592,0.728517,0.758266,0.46625088,0.47577056,1.122491424,0.905993139,0.749994511,0.633995609,0.512396487,0.428193504,3.600216272,1.561353848,1.13220703,0.722187959
2593,0.728986,0.711657,0.46655104,0.4499152,1.104486064,0.911988851,0.746391081,0.631912865,0.509130292,0.40492368,3.564958232,1.534722148,1.112045085,0.714248663
2594,0.729366,0.722036,0.46679424,0.45975744,1.086978304,0.884382643,0.725106114,0.584884892,0.491107913,0.413781696,3.565646592,1.526312448,1.09681184,0.69814882
2595,0.727127,0.738121,0.46536128,0.46887936,1.097950224,0.900360179,0.747488143,0.605190515,0.514152412,0.421991424,3.579854472,1.538902348,1.108188255,0.719102399
2596,0.727763,0.739641,0.46576832,0.46956928,1.094090144,0.913272115,0.754617692,0.624494154,0.521595323,0.422612352,3.578214352,1.536152248,1.10460567,0.724506708
2597,0.73037,0.767397,0.4674368,0.47928544,1.122056304,0.936845043,0.771476034,0.648780828,0.524224662,0.431356896,3.601513592,1.561784948,1.131988465,0.731736719
2598,0.727797,0.784225,0.46579008,0.48384704,1.132067904,0.940454323,0.788363458,0.664690767,0.566152613,0.435462336,3.610680992,1.571374448,1.14189454,0.76719698
2599,0.728039,0.784604,0.46594496,0.48404576,1.131716624,0.942973299,0.776378639,0.630302911,0.515042329,0.435641184,3.610304072,1.571010348,1.141540055,0.726235933
2600,0.728129,0.727216,0.46600256,0.46512608,1.105683652,0.893346922,0.738277537,0.62942203,0.530737624,0.418613472,3.577967906,1.541825779,1.114719184,0.732955255
2601,0.729054,0.74347,0.46659456,0.47120768,1.105615252,0.917292202,0.757833761,0.606267009,0.511813607,0.424086912,3.583615306,1.544615279,1.115365259,0.718373941
2602,0.728165,0.748976,0.4660256,0.47268512,1.098942692,0.902354154,0.735883323,0.613106658,0.522485327,0.425416608,3.581356466,1.540149579,1.109244414,0.726018177
2603,0.727913,0.81382,0.46586432,0.49335456,1.119062132,0.933649706,0.761319764,0.639855812,0.522684649,0.444019104,3.611685626,1.565373879,1.130640069,0.731222495
2604,0.727718,0.784245,0.46573952,0.48382816,1.134185732,0.919748586,0.756998868,0.623999095,0.525999276,0.435445344,3.609321026,1.571753379,1.143577644,0.735150097
2605,0.727557,0.738383,0.46563648,0.4691008,1.117308372,0.931446698,0.747557358,0.626845886,0.513476709,0.42219072,3.585754986,1.551531679,1.125864199,0.721087703
2606,0.72802,0.740935,0.4659328,0.4700656,1.100123172,0.905698538,0.73495883,0.604367064,0.505493651,0.42305904,3.577727186,1.538925179,1.109823674,0.712179957
2607,0.728397,0.789062,0.46617408,0.48558688,1.139094452,0.921675562,0.756540449,0.626832359,0.501865888,0.437028192,3.612334106,1.575714279,1.148249409,0.716635566
2608,0.725772,0.740997,0.46449408,0.46936608,1.090723652,0.881378922,0.724703137,0.59016251,0.476530008,0.422429472,3.571527906,1.531125779,1.100824184,0.687449162
2609,0.726044,0.775251,0.46466816,0.4804144,1.123221972,0.913777578,0.761822062,0.62145765,0.50196612,0.43237296,3.598425386,1.560823679,1.132622399,0.713737632
2610,0.728114,0.705541,0.46599296,0.44432288,1.064180452,0.890144362,0.747715489,0.609772391,0.527017913,0.399890592,3.532413106,1.498296779,1.072709534,0.721273686
2611,0.729989,0.705804,0.46719296,0.44397536,1.070082932,0.871666346,0.728933076,0.591946461,0.510757169,0.399577824,3.534616826,1.502349879,1.078149669,0.709075711
2612,0.726735,0.725422,0.4651104,0.46384992,1.117407492,0.921125994,0.736900795,0.625920636,0.519536509,0.417464928,3.577753666,1.547580579,1.124950764,0.725145323
2613,0.725896,0.783125,0.46457344,0.48288672,1.128294292,0.924235434,0.756988347,0.619990678,0.502792542,0.434598048,3.601833866,1.565064079,1.137486739,0.715246849
2614,0.725964,0.771169,0.46461696,0.47908256,1.102340132,0.897072106,0.746057684,0.623646148,0.538116918,0.431174304,3.584652626,1.543496379,1.112629194,0.73919281
2615,0.728873,0.787162,0.46647872,0.4851312,1.129438772,0.924351018,0.772680814,0.637744651,0.511395721,0.43661808,3.603850586,1.566644679,1.138740249,0.722445513
2616,0.72682,0.74759,0.4651648,0.4718112,1.102368772,0.895895018,0.741516014,0.606812811,0.522250249,0.42463008,3.576595586,1.539482179,1.111647124,0.725696635
2617,0.727936,0.797566,0.46587904,0.48816064,1.144568212,0.91685457,0.733883656,0.595106925,0.50408554,0.439344576,3.613644746,1.579106479,1.153202779,0.719089728
2618,0.724571,0.707827,0.46372544,0.4476512,1.084708772,0.882967018,0.739973614,0.612778891,0.519823113,0.40288608,3.542805586,1.513757179,1.091970874,0.718609926
2619,0.726049,0.727888,0.46467136,0.46525984,1.111767412,0.92621393,0.780971144,0.635176915,0.535341532,0.418733856,3.573543546,1.542655479,1.119489429,0.736804321
2620,0.72563,0.750133,0.4644032,0.47224416,1.127001732,0.906801386,0.744641108,0.624512887,0.520010309,0.425019744,3.587745026,1.557373379,1.134594644,0.727482923
2621,0.726045,0.782065,0.4646688,0.4825952,1.122002772,0.905602218,0.731681774,0.615745419,0.496596335,0.43433568,3.595196586,1.558599679,1.131151999,0.708997004
2622,0.72647,0.714861,0.4649408,0.45379616,1.109453732,0.919162986,0.772530388,0.618424311,0.531539449,0.408416544,3.559723026,1.534588379,1.115737394,0.732149235
2623,0.726492,0.696021,0.46495488,0.43570272,1.060810292,0.850648234,0.683318587,0.54945487,0.462763896,0.392132448,3.516907866,1.488859079,1.067822489,0.667982933
2624,0.726252,0.699828,0.46480128,0.43943424,1.074391812,0.87511345,0.71009076,0.570472608,0.456778086,0.395490816,3.527030146,1.500710979,1.080971604,0.665564665
2625,0.726404,0.881039,0.46489856,0.51438176,1.133189332,0.941751466,0.760601172,0.644880938,0.55230475,0.462943584,3.630976426,1.582082879,1.145412719,0.758260376
2626,0.724558,0.69981,0.46371712,0.43995904,1.076216612,0.86697329,0.728378632,0.601102905,0.497282324,0.395963136,3.527667346,1.501941979,1.082647954,0.698214255
2627,0.726913,0.76311,0.46522432,0.47680736,1.118914932,0.920331946,0.753865556,0.642292445,0.523033956,0.429126624,3.585464826,1.552189879,1.127233669,0.728865141
2628,0.725891,0.775229,0.46457024,0.4803584,1.098715972,0.889372778,0.729498222,0.592798578,0.498238862,0.43232256,3.578516386,1.538616179,1.108691024,0.706314325
2629,0.724416,0.714348,0.46362624,0.45396096,1.084568532,0.876854826,0.72788386,0.610707088,0.492965671,0.408564864,3.544645226,1.514606879,1.092078119,0.697293913
2630,0.725834,0.708217,0.46453376,0.44762144,1.082079012,0.86686321,0.719890568,0.607912454,0.499129963,0.402859296,3.536660946,1.509369979,1.088901754,0.701177966
2631,0.723812,0.727344,0.46323968,0.46436992,1.082277492,0.891021994,0.724017595,0.601614076,0.484091261,0.417932928,3.553108666,1.517693079,1.091131389,0.690811625
2632,0.726946,0.710966,0.46524544,0.44990464,1.090062212,0.89924977,0.739799816,0.626239853,0.536991882,0.404914176,3.542135746,1.516098979,1.096571404,0.732813301
2633,0.726248,0.714129,0.46479872,0.45316448,1.100372052,0.883097642,0.727278113,0.601422491,0.491537992,0.407848032,3.550150506,1.525261279,1.106594359,0.698282649
2634,0.725666,0.737853,0.46442624,0.46832608,1.090983652,0.879586922,0.714069537,0.58245563,0.466364504,0.421493472,3.560217906,1.525600779,1.099637934,0.678211759
2635,0.724797,0.74775,0.46387008,0.47121504,1.114122612,0.91649809,0.748798472,0.611038777,0.508831022,0.424093536,3.574276346,1.544199479,1.121641829,0.715904713
2636,0.72417,0.729002,0.4634688,0.46501504,1.104972612,0.90357809,0.734862472,0.593089977,0.500471982,0.418513536,3.563101346,1.534036979,1.112238704,0.707184981
2637,0.725344,0.71955,0.46422016,0.45865792,1.112465492,0.927572394,0.768057915,0.630046332,0.505237066,0.412792128,3.560090666,1.536278079,1.118418639,0.711445269
2638,0.723265,0.714666,0.4628896,0.45463456,1.101092132,0.905673706,0.747338964,0.624671172,0.515736937,0.409171104,3.549980626,1.525536379,1.107203194,0.717696825
2639,0.724645,0.736732,0.4637728,0.46764064,1.092348212,0.90547857,0.759982856,0.615186285,0.499749028,0.420876576,3.558214746,1.525281479,1.100581529,0.704855518
2640,0.724433,0.724906,0.46363712,0.46378848,1.10658766,0.916470128,0.748376102,0.627100882,0.527280705,0.417409632,3.56108231,1.533834985,1.113399491,0.728591561
2641,0.723697,0.722392,0.46316608,0.46191328,1.07736246,0.864289968,0.708231974,0.572185579,0.486148464,0.415721952,3.54419451,1.510778485,1.085716466,0.691074468
2642,0.724022,0.728918,0.46337408,0.4649408,1.09663998,0.889711984,0.728169587,0.58533567,0.491068536,0.41844672,3.55646079,1.526550385,1.104117581,0.698164906
2643,0.722475,0.722479,0.462384,0.46238528,1.08833446,0.882267568,0.737814054,0.609851243,0.504280995,0.416146752,3.54935251,1.518843485,1.095961716,0.707193493
2644,0.724906,0.721875,0.46393984,0.46103008,1.07602926,0.874823408,0.704258726,0.585006981,0.474005585,0.414927072,3.54144471,1.508736985,1.084206191,0.680951865
2645,0.724657,0.781266,0.46378048,0.48189536,1.09674454,0.900595632,0.741276505,0.606221204,0.524576964,0.433705824,3.57226763,1.534506085,1.106184926,0.726562788
2646,0.723394,0.707245,0.46297216,0.44746912,1.0933683,0.88669464,0.725755712,0.58660457,0.496883656,0.402722208,3.53575327,1.514560785,1.098666421,0.700419082
2647,0.724563,0.735829,0.46372032,0.46732544,1.08827462,0.906219696,0.745775757,0.601020605,0.500816484,0.420592896,3.55266275,1.520468685,1.096323136,0.704746924
2648,0.722818,0.746828,0.46260352,0.47028672,1.1138859,0.91150872,0.760806976,0.629445581,0.522356465,0.423258048,3.56802967,1.540957785,1.120653871,0.726076729
2649,0.724508,0.763979,0.46368512,0.47631584,1.09976502,0.900212016,0.720969613,0.60757569,0.506860552,0.428684256,3.56659835,1.533181685,1.108119186,0.712124779
2650,0.722706,0.763618,0.46253184,0.47562368,1.10892286,0.906738288,0.74099063,0.614392504,0.513514003,0.428061312,3.57008511,1.539503985,1.116568141,0.718711999
2651,0.723777,0.697368,0.46321728,0.43786464,1.07061382,0.879291056,0.705032845,0.588826276,0.491461021,0.394078176,3.51277155,1.491692685,1.075883536,0.691507354
2652,0.724215,0.77754,0.4634976,0.4805616,1.13116078,0.908928624,0.754742899,0.632594319,0.527275455,0.43250544,3.58534199,1.558251385,1.137933431,0.733470641
2653,0.723592,0.740656,0.46309888,0.46855936,1.09340854,0.896326832,0.738661465,0.616929172,0.505543338,0.421703424,3.55406363,1.523736085,1.100990426,0.709181887
2654,0.724984,0.699873,0.46398976,0.4398832,1.06818238,0.866545904,0.700036723,0.582029378,0.476023503,0.39589488,3.51237439,1.490278385,1.073706381,0.678874479
2655,0.723252,0.754613,0.46288128,0.4729168,1.10906598,0.891652784,0.730522227,0.598017782,0.517214225,0.42562512,3.56544979,1.537257885,1.116113956,0.721222957
2656,0.723503,0.729301,0.46304192,0.46489728,1.09369646,0.898957168,0.727565734,0.620452587,0.53196207,0.418407552,3.54934551,1.521520985,1.100652591,0.729873853
2657,0.723294,0.77554,0.46290816,0.47962688,1.10947606,0.922780848,0.740624678,0.601699743,0.493359794,0.431664192,3.57156491,1.540520485,1.117237166,0.702791932
2658,0.723725,0.694511,0.463184,0.43513856,1.07763774,0.870510192,0.704808153,0.564646523,0.485717218,0.391624704,3.51075743,1.494197585,1.081777701,0.687413291
2659,0.72552,0.738566,0.4643328,0.46850752,1.0936567,0.90412536,0.730100288,0.60288023,0.497904184,0.421656768,3.55173587,1.522696285,1.100916596,0.702862604
2660,0.722083,0.718725,0.46213312,0.45890944,1.10710862,0.905286896,0.728629517,0.609303613,0.497842891,0.413018496,3.54846375,1.527786185,1.112278011,0.70383155
2661,0.720874,0.78623,0.46135936,0.48227328,1.12432246,0.920657968,0.773326374,0.642261099,0.54500888,0.434045952,3.58003451,1.552178485,1.131286466,0.746442801
2662,0.722267,0.793986,0.46225088,0.48520096,1.10270014,0.919760112,0.755008089,0.637606472,0.525285177,0.436680864,3.57175103,1.537225585,1.111331501,0.727673259
2663,0.724907,0.767682,0.46394048,0.47762848,1.12217766,0.923342128,0.750273702,0.638618962,0.526095169,0.429865632,3.57351731,1.547847485,1.128595116,0.730445632
2664,0.722286,0.73193,0.46226304,0.46534912,1.1101483,0.91331864,0.737454912,0.62596393,0.501171144,0.418814208,3.55482327,1.532485785,1.115732671,0.707434072
2665,0.723863,0.730545,0.46327232,0.46541056,1.10525974,0.915007792,0.743606233,0.611684987,0.509347989,0.418869504,3.55204043,1.528650085,1.111107326,0.713208408
2666,0.722403,0.734133,0.46233792,0.46609152,1.0853907,0.90151256,0.737610048,0.620088038,0.524870431,0.419482368,3.54238687,1.513888785,1.092515221,0.722674102
2667,0.722665,0.717382,0.4625056,0.45743392,1.0757831,0.87902648,0.737621184,0.608496947,0.515197558,0.411690528,3.52852547,1.502154285,1.082375896,0.712588903
2668,0.723035,0.70023,0.4627424,0.4408496,1.06584878,0.876679024,0.730143219,0.587714575,0.49737166,0.39676464,3.50657399,1.486211385,1.070939431,0.695139605
2669,0.724243,0.681683,0.46351552,0.42265792,1.0439071,0.86392568,0.731140544,0.609712435,0.518969948,0.380392128,3.47701147,1.460459285,1.048045146,0.707267815
2670,0.721553,0.758036,0.46179392,0.47346848,1.11136766,0.905094128,0.756475302,0.644780242,0.525424193,0.426121632,3.56115231,1.536259985,1.117590741,0.727591351
2671,0.723247,0.711257,0.46287808,0.45136768,1.06511686,0.878493488,0.74199479,0.594395832,0.495116666,0.406230912,3.51552611,1.490321485,1.071418016,0.69415763
2672,0.721196,0.688709,0.46156544,0.43037792,1.0531771,0.87774168,0.739393344,0.624314675,0.51225174,0.387340128,3.48816647,1.470671785,1.057550771,0.703935749
2673,0.721182,0.710496,0.46155648,0.45129792,1.0815471,0.90083768,0.733870144,0.613496115,0.490796892,0.406168128,3.52287147,1.502209285,1.086712646,0.693079371
2674,0.721367,0.741694,0.46167488,0.46817952,1.1126787,0.90814296,0.737714368,0.590971494,0.501577195,0.421361568,3.55491887,1.533798785,1.117958721,0.708021513
2675,0.720966,0.924244,0.46141824,0.5264672,1.15481638,0.938253104,0.765402483,0.637521986,0.521617589,0.47382048,3.63387539,1.594345885,1.164698756,0.736163248
2676,0.719089,0.72748,0.46021696,0.46290208,1.08070126,0.868561008,0.720048806,0.614439045,0.510351236,0.416611872,3.53285271,1.506776985,1.087220191,0.709636386
2677,0.721911,0.710751,0.46202304,0.45130944,1.07135862,0.880286896,0.707029517,0.588423613,0.506738891,0.406178496,3.51618875,1.493773685,1.076962386,0.70414585
2678,0.720306,0.709331,0.46099584,0.45045984,1.07275902,0.891407216,0.744725773,0.606580618,0.489264495,0.405413856,3.51563935,1.494199185,1.078119061,0.690251433
2679,0.720745,0.737066,0.4612768,0.46649952,1.1026487,0.90611896,0.743295168,0.598236134,0.481788907,0.419849568,3.54622387,1.524436285,1.108095596,0.690318383
2680,0.721283,0.713743,0.46162112,0.45438272,1.09702819,0.880822552,0.742658042,0.620926433,0.499541147,0.408944448,3.530896815,1.513962503,1.101261768,0.702425418
2681,0.722229,0.803277,0.46222656,0.48816192,1.10945739,0.890765912,0.71501273,0.596010184,0.498808147,0.439345728,3.570490615,1.539974003,1.117086543,0.707041318
2682,0.720438,0.700299,0.46108032,0.44174688,1.06809235,0.87927388,0.721819104,0.595455283,0.481164227,0.397572192,3.502993055,1.485542703,1.072454938,0.682039922
2683,0.721561,0.739723,0.46179904,0.46761088,1.10220635,0.88336508,0.709892064,0.591913651,0.487130921,0.420849792,3.545514055,1.523860203,1.107619813,0.694476777
2684,0.720817,0.762029,0.46132288,0.47451072,1.10055619,0.898444952,0.727155962,0.599324769,0.511859815,0.427059648,3.551188815,1.525872503,1.106885268,0.714662353
2685,0.721054,0.772501,0.46147456,0.4779376,1.10903307,0.903226456,0.745381165,0.612704932,0.490563945,0.43014384,3.558454135,1.533743603,1.115210703,0.699199877
2686,0.720395,0.705091,0.4610528,0.44636096,1.07810643,0.887685144,0.714148115,0.580518492,0.466414794,0.401724864,3.511014175,1.494560303,1.082219898,0.672043896
2687,0.721879,0.725134,0.46200256,0.46304416,1.07143963,0.873551704,0.737641363,0.625713091,0.508970472,0.416739744,3.523963975,1.497701803,1.078005173,0.706716738
2688,0.721645,0.712838,0.4618528,0.45339808,1.08004355,0.89083484,0.744667872,0.626934298,0.527147438,0.408058272,3.518219855,1.499131703,1.084815588,0.721544291
2689,0.722894,0.761827,0.46265216,0.47511072,1.11160619,0.927684952,0.774547962,0.636438369,0.516750695,0.427599648,3.555313815,1.533460003,1.117069643,0.720092557
2690,0.720643,0.716024,0.46121152,0.45677728,1.08312275,0.8756982,0.73655856,0.606846848,0.513877478,0.411099552,3.522338655,1.502730703,1.088024738,0.711648123
2691,0.719707,0.783831,0.46061248,0.48113216,1.10252763,0.896422104,0.722737683,0.580990147,0.500392117,0.433018944,3.555995975,1.529261803,1.109211173,0.706166054
2692,0.719926,0.825786,0.46075264,0.49462784,1.11947331,0.923978648,0.774782918,0.652626335,0.548101068,0.445165056,3.577564495,1.548518903,1.126734708,0.748184635
2693,0.718683,0.709969,0.45995712,0.45159168,1.06628715,0.88982972,0.731863776,0.624691021,0.506552817,0.406432512,3.507535255,1.486911203,1.071443163,0.702624494
2694,0.720089,0.774429,0.46085696,0.47824576,1.12279123,0.912232984,0.767386387,0.65310911,0.554087288,0.430421184,3.562041375,1.542416303,1.127697498,0.751753091
2695,0.719656,0.741593,0.46057984,0.46759968,1.08399515,0.89399612,0.733596896,0.604077517,0.496062013,0.420839712,3.531597255,1.507796203,1.089945413,0.698408851
2696,0.719748,0.786458,0.46063872,0.48198592,1.08983139,0.898265112,0.73941209,0.611129672,0.500903737,0.433787328,3.548501615,1.519166503,1.097165168,0.70455629
2697,0.720899,0.729812,0.46137536,0.46422752,1.08072299,0.901778392,0.753022714,0.605618171,0.494094537,0.417804768,3.525789015,1.503256003,1.086356243,0.69592683
2698,0.718325,0.781166,0.459728,0.47983712,1.12178259,0.930626072,0.752100858,0.628880686,0.507504549,0.431853408,3.561528415,1.541655503,1.126750818,0.71433474
2699,0.718989,0.712047,0.46015296,0.45348864,1.09248411,0.901587288,0.75926983,0.617815864,0.528652691,0.408139776,3.520130695,1.506307403,1.095939933,0.724183633
2700,0.71941,0.735778,0.4604224,0.46566016,1.09810563,0.898084504,0.732467603,0.588774083,0.509819266,0.419094144,3.534712975,1.516409303,1.102681548,0.711137273
2701,0.718559,0.740733,0.45987776,0.46697344,1.08766891,0.886535128,0.724828102,0.594662482,0.511329986,0.420276096,3.530407895,1.509038403,1.093011283,0.710871669
2702,0.720255,0.711473,0.4609632,0.45253248,1.08827795,0.90622236,0.752977888,0.62918231,0.513345848,0.407279232,3.515871455,1.502074703,1.091727138,0.711091619
2703,0.718614,0.708471,0.45991296,0.45017568,1.07897115,0.88797692,0.739181536,0.603345229,0.516276183,0.405158112,3.508461255,1.493716203,1.082657413,0.711764187
2704,0.719798,0.733537,0.46067072,0.4650672,1.09931267,0.890250136,0.720200109,0.576560087,0.49124807,0.41856048,3.533123535,1.516218103,1.103539028,0.696242077
2705,0.719225,0.733063,0.460304,0.46473216,1.09482763,0.880662104,0.728929683,0.587143747,0.480914997,0.418258944,3.530145975,1.512486803,1.099242423,0.687229358
2706,0.719266,0.717125,0.46033024,0.45827488,1.06662035,0.86769628,0.708157024,0.600125619,0.499300495,0.412447392,3.509185055,1.487902703,1.071940938,0.697020937
2707,0.718372,0.733455,0.45975808,0.46458464,1.09118011,0.893744088,0.72019527,0.581356216,0.478684973,0.418126176,3.527374695,1.509277403,1.095704433,0.684803459
2708,0.719345,0.721689,0.4603808,0.46113088,1.06997635,0.87118108,0.704144864,0.593315891,0.475452713,0.415017792,3.512919055,1.491447703,1.075344188,0.678651711
2709,0.717218,0.803674,0.45901952,0.48668544,1.10778091,0.896224728,0.743779782,0.622223826,0.516979061,0.438016896,3.556975895,1.532378403,1.113930283,0.720058929
2710,0.718379,0.809814,0.45976256,0.48902176,1.09916723,0.899333784,0.746667027,0.611333622,0.505466897,0.440119584,3.554605375,1.526886303,1.106096998,0.709750778
2711,0.720443,0.727645,0.46108352,0.46338816,1.08218363,0.885346904,0.723477523,0.615982019,0.506785615,0.417049344,3.520079975,1.501131803,1.086920673,0.705654853
2712,0.718502,0.783613,0.45984128,0.4806768,1.08892227,0.896337816,0.734670253,0.625736202,0.508188962,0.43260912,3.540337935,1.514630103,1.095349228,0.70947719
2713,0.717724,0.685633,0.45934336,0.428536,1.03943147,0.836345176,0.700276141,0.597020913,0.48041673,0.3856824,3.463051735,1.451241603,1.042384003,0.674581705
2714,0.718369,0.707752,0.45975616,0.44956384,1.05790931,0.863927448,0.701541958,0.573633567,0.482106853,0.404607456,3.492918495,1.475413903,1.062285458,0.680768263
2715,0.718073,0.713091,0.45956672,0.454784,1.06097947,0.876783576,0.729426861,0.621141489,0.498113191,0.4093056,3.499273735,1.480126603,1.065766253,0.694515873
2716,0.718828,0.800428,0.46004992,0.48616192,1.12260739,0.911685912,0.75894873,0.619958984,0.529967187,0.437545728,3.561065615,1.541836503,1.127414668,0.73234105
2717,0.718175,0.724934,0.459632,0.46179488,1.07529035,0.89303228,0.732025824,0.622820659,0.524256527,0.415615392,3.512640055,1.493965203,1.079959063,0.718198262
2718,0.717522,0.777878,0.45921408,0.478528,1.09467347,0.904938776,0.747551021,0.632040817,0.538032653,0.4306752,3.538664735,1.516669103,1.100172378,0.733759943
2719,0.721498,0.699422,0.46175872,0.44056576,1.05776123,0.884608984,0.736487187,0.62598975,0.5027918,0.396509184,3.481846375,1.469803803,1.060771873,0.696194201
2720,0.715634,0.694252,0.45800576,0.43747904,1.043975278,0.839980222,0.688784178,0.557427342,0.483541874,0.393731136,3.471466679,1.457720979,1.047411703,0.678377695
2721,0.716971,0.720969,0.45886144,0.4601408,1.098487038,0.90918963,0.731351704,0.591481363,0.473985091,0.41412672,3.520984319,1.509735679,1.101299198,0.681135209
2722,0.717074,0.753536,0.45892736,0.4705952,1.087591438,0.89927315,0.72781852,0.599854816,0.501883853,0.42353568,3.525590919,1.506591179,1.092341373,0.702825318
2723,0.716092,0.71298,0.45829888,0.45531136,1.072557598,0.887646078,0.741316863,0.61785349,0.514282792,0.409780224,3.502390159,1.487473879,1.076286668,0.708921009
2724,0.717054,0.714589,0.45891456,0.45654816,1.068044398,0.878035518,0.733228415,0.597382732,0.489106185,0.410893344,3.500970359,1.484507379,1.072160143,0.688186424
2725,0.716046,0.715414,0.45826944,0.45766272,1.069408958,0.889127166,0.719701733,0.589361386,0.507889109,0.411896448,3.502367199,1.485888079,1.073528738,0.703488903
2726,0.715957,0.883318,0.45821248,0.511768,1.150564238,0.92645139,0.744361112,0.61908889,0.525271112,0.4605912,3.596650119,1.573607179,1.156324973,0.734938325
2727,0.716474,0.705885,0.45854336,0.44837792,1.089424158,0.909939326,0.747551461,0.610441169,0.517152935,0.403540128,3.502289999,1.495857079,1.091032388,0.712893764
2728,0.716218,0.713064,0.45837952,0.45535168,1.067047918,0.889638334,0.718910667,0.604728534,0.488582827,0.409816512,3.497675639,1.482361779,1.070876383,0.687338617
2729,0.718019,0.683131,0.45953216,0.42603968,1.032785918,0.834228734,0.698582987,0.59566639,0.478533112,0.383435712,3.450832639,1.441809279,1.035041758,0.671188345
2730,0.716844,0.707285,0.45878016,0.44960352,1.053399758,0.864719806,0.702975845,0.588780676,0.479824541,0.404643168,3.484303399,1.468851579,1.057262713,0.677629949
2731,0.71713,0.791809,0.4589632,0.48286048,1.101706718,0.891765374,0.724212299,0.61816984,0.502935872,0.434574432,3.541313839,1.521510279,1.106657608,0.706650753
2732,0.715395,0.725356,0.4578528,0.46104032,1.096136558,0.884109246,0.710487397,0.606389918,0.490711934,0.414936288,3.516308599,1.506222579,1.098658063,0.693814063
2733,0.71678,0.706702,0.4587392,0.44906432,1.074810558,0.876248446,0.724198757,0.603759006,0.484207204,0.404157888,3.493269599,1.484040079,1.077117938,0.684173779
2734,0.717369,0.722163,0.45911616,0.46065024,1.065446478,0.861557182,0.706445746,0.582756597,0.485005277,0.414585216,3.499773479,1.482609979,1.069737353,0.684526217
2735,0.714977,0.718016,0.45758528,0.45855776,1.082803998,0.872243198,0.699394559,0.571115647,0.484892518,0.412701984,3.505959759,1.494381879,1.085698468,0.68679039
2736,0.715821,0.718549,0.45812544,0.4589984,1.093094638,0.89367571,0.751340568,0.602272455,0.508217964,0.41309856,3.511145719,1.502120179,1.095351023,0.706998407
2737,0.71601,0.720834,0.4582464,0.45979008,1.065736318,0.889789054,0.742231243,0.611784995,0.511027996,0.413811072,3.497858239,1.481797279,1.069751558,0.705181853
2738,0.715232,0.747115,0.45774848,0.46795104,1.071347278,0.859077822,0.723662258,0.581729806,0.469383845,0.421155936,3.508424679,1.489885979,1.075981953,0.673484272
2739,0.714102,0.743906,0.45702528,0.46656256,1.103008798,0.920007038,0.765205631,0.640164504,0.521731604,0.419906304,3.522466959,1.512737879,1.105441068,0.719932859
2740,0.714048,0.747939,0.45699072,0.46783584,1.088532078,0.907225662,0.74098053,0.608384424,0.505107539,0.421052256,3.516101879,1.502316979,1.091978303,0.704549427
2741,0.714379,0.715327,0.45720256,0.45750592,1.088452158,0.903961726,0.758769381,0.633815505,0.531052404,0.411755328,3.505331999,1.496892079,1.090562138,0.724220339
2742,0.716294,0.76024,0.45842816,0.47249088,1.110887118,0.901909694,0.756327755,0.618662204,0.516129763,0.425241792,3.531134439,1.521010779,1.113418033,0.717105966
2743,0.716761,0.773178,0.45872704,0.47678048,1.086226718,0.897381374,0.740305099,0.62504408,0.520835264,0.429102432,3.522693839,1.504460279,1.090785108,0.717560267
2744,0.715572,0.728356,0.45796608,0.46205696,1.064553198,0.886042558,0.711234047,0.608587237,0.52606979,0.415851264,3.496733559,1.480643379,1.068575743,0.716984508
2745,0.715765,0.758,0.4580896,0.4716048,1.099551038,0.88324083,0.726592664,0.596474131,0.483579305,0.42444432,3.523380319,1.511465679,1.102529698,0.68915658
2746,0.715026,0.720814,0.45761664,0.4594688,1.057665038,0.86533203,0.726265624,0.619412499,0.51953,0.41352192,3.489901319,1.473783179,1.061694573,0.710380636
2747,0.717673,0.73565,0.45931072,0.46506336,1.083509598,0.891207678,0.715366143,0.600692914,0.485354331,0.418557024,3.508018159,1.495763879,1.086573168,0.687436241
2748,0.71596,0.74332,0.4582144,0.4669696,1.084065838,0.87245267,0.720362136,0.594689709,0.509751767,0.42027264,3.509802519,1.496934179,1.087282923,0.707188249
2749,0.714513,0.728131,0.45728832,0.46164608,1.078592318,0.878473854,0.733579083,0.626863267,0.525090613,0.415481472,3.501342239,1.489967279,1.081436058,0.718065946
2750,0.71573,0.70641,0.4580672,0.44912,1.070316238,0.87505299,0.710042392,0.600033914,0.488427131,0.404208,3.484278119,1.477297179,1.072061473,0.686201141
