1001,45,45,45,20,20,0.941515,-0.0179253
1002,45,45,45,20,20,0.940037,-0.0165749
1003,45,45,45,20,20,0.938282,-0.0152712
1004,45,45,45,20,20,0.937224,-0.0139835
1005,45,45,45,20,20,0.936888,-0.0126776
1006,45,45,45,20,20,0.936174,-0.0113742
1007,45,45,45,20,20,0.933779,-0.0101594
1008,45,45,45,20,20,0.929365,-0.00913576
1009,45,45,45,20,20,0.923823,-0.00837024
1010,45,45,45,20,20,0.918278,-0.00790052
1011,45,45,45,20,20,0.912719,-0.0078094
1012,45,45,45,20,20,0.905542,-0.00830226
1013,45,45,45,20,20,0.894524,-0.00971468
1014,45,45,45,20,20,0.878353,-0.0124496
1015,45,45,45,20,20,0.85724,-0.0169315
1016,45,45,45,20,20,0.83186,-0.0236693
1017,45,45,45,20,20,0.801487,-0.033408
1018,45,45,45,20,20,0.763102,-0.0471984
1019,45,45,45,20,20,0.712663,-0.066172
1020,45,45,45,20,20,0.647895,-0.0909571
1021,45,45,45,20,20,0.570495,-0.120951
1022,45,45,45,20,20,0.485874,-0.153871
1023,45,45,45,20,20,0.400411,-0.185979
1024,45,45,45,20,20,0.318311,-0.213038
1025,45,45,45,20,20,0.240661,-0.231665
1026,45,45,45,20,20,0.167622,-0.240438
1027,45,45,45,20,20,0.102166,-0.240238
1028,45,45,45,20,20,0.0521968,-0.233672
1029,45,45,45,20,20,0.0288071,-0.223915
1030,45,45,45,20,20,0.0411345,-0.213549
1031,45,45,45,20,20,0.0908914,-0.203944
1032,45,45,45,20,20,0.170163,-0.195319
1033,45,45,45,20,20,0.26408,-0.187277
1034,45,45,45,20,20,0.356869,-0.179411
1035,45,45,45,20,20,0.437734,-0.171629
1036,45,45,45,20,20,0.503383,-0.164127
1037,45,45,45,20,20,0.556387,-0.157156
1038,45,45,45,20,20,0.601178,-0.15082
1039,45,45,45,20,20,0.640583,-0.145032
1040,45,45,45,20,20,0.67483,-0.139631
1041,45,45,45,20,20,0.702929,-0.134518
1042,45,45,45,20,20,0.724698,-0.129711
1043,45,45,45,20,20,0.741683,-0.125289
1044,45,45,45,20,20,0.756379,-0.121297
1045,45,45,45,20,20,0.770646,-0.11769
1046,45,45,45,20,20,0.784688,-0.114359
1047,45,45,45,20,20,0.797385,-0.111206
1048,45,45,45,20,20,0.807564,-0.108196
1049,45,45,45,20,20,0.815143,-0.105361
1050,45,45,45,20,20,0.821261,-0.10275
