1001,49,37,43,18,22,0.969542,0.00726011,57,38,43,15,21,0.971878,0.00688601
1002,49,37,43,18,22,0.969842,0.00727732,57,38,43,15,21,0.971691,0.0068811
1003,49,37,43,18,22,0.97024,0.00730048,57,38,43,15,21,0.971658,0.00688406
1004,49,37,43,18,22,0.970592,0.00733082,57,38,43,15,21,0.971783,0.00690008
1005,49,37,43,18,22,0.97077,0.00736736,57,38,43,15,21,0.972018,0.00693037
1006,49,37,43,18,22,0.970704,0.00740722,57,38,43,15,21,0.972285,0.00697179
1007,49,37,43,18,22,0.970404,0.00744651,57,38,43,15,21,0.972493,0.00701779
1008,49,37,43,18,22,0.969957,0.00748153,57,38,43,15,21,0.972574,0.00706046
1009,49,37,43,18,22,0.969498,0.0075099,57,38,43,15,21,0.9725,0.0070929
1010,49,37,43,18,22,0.969163,0.00753128,57,38,43,15,21,0.972289,0.00711134
1011,49,37,43,18,22,0.969048,0.00754746,57,38,43,15,21,0.972003,0.00711629
1012,49,37,43,18,22,0.969176,0.00756178,57,38,43,15,21,0.971725,0.00711235
1013,49,37,43,18,22,0.969489,0.00757811,57,38,43,15,21,0.971533,0.00710681
1014,49,37,43,18,22,0.969869,0.0075997,57,38,43,15,21,0.971477,0.00710743
1015,49,37,43,18,22,0.970176,0.00762813,57,38,43,15,21,0.971564,0.00712003
1016,49,37,43,18,22,0.970295,0.0076629,57,38,43,15,21,0.971754,0.00714675
1017,49,37,43,18,22,0.970172,0.00770155,57,38,43,15,21,0.971979,0.00718541
1018,49,37,43,18,22,0.969835,0.00774046,57,38,43,15,21,0.972157,0.00723014
1019,49,37,43,18,22,0.969379,0.00777595,57,38,43,15,21,0.972224,0.00727325
1020,49,37,43,18,22,0.968938,0.00780537,57,38,43,15,21,0.972151,0.00730756
1021,49,37,43,18,22,0.968641,0.00782793,57,38,43,15,21,0.971952,0.00732861
1022,49,37,43,18,22,0.96857,0.00784491,57,38,43,15,21,0.971679,0.00733603
1023,49,37,43,18,22,0.968731,0.00785923,57,38,43,15,21,0.971408,0.00733362
1024,49,37,43,18,22,0.969054,0.00787458,57,38,43,15,21,0.97121,0.00732822
1025,49,37,43,18,22,0.969417,0.00789428,57,38,43,15,21,0.971134,0.00732754
1026,49,37,43,18,22,0.969685,0.00792025,57,38,43,15,21,0.971191,0.00733787
1027,49,37,43,18,22,0.969753,0.00795252,57,38,43,15,21,0.971349,0.00736205
1028,49,37,43,18,22,0.969585,0.00798917,57,38,43,15,21,0.971549,0.00739868
1029,49,37,43,18,22,0.969219,0.00802701,57,38,43,15,21,0.971716,0.00744249
1030,49,37,43,18,22,0.968759,0.00806254,57,38,43,15,21,0.971791,0.00748599
1031,49,37,43,18,22,0.968339,0.00809301,57,38,43,15,21,0.971742,0.00752177
1032,49,37,43,18,22,0.96808,0.00811728,57,38,43,15,21,0.971577,0.00754479
1033,49,37,43,18,22,0.96805,0.00813614,57,38,43,15,21,0.971338,0.0075539
1034,49,37,43,18,22,0.96824,0.00815201,57,38,43,15,21,0.971092,0.00755225
1035,49,37,43,18,22,0.968572,0.00816821,57,38,43,15,21,0.970903,0.0075463
1036,49,37,43,18,22,0.968919,0.00818791,57,38,43,15,21,0.97082,0.00754385
1037,49,37,43,18,22,0.969152,0.00821314,57,38,43,15,21,0.970855,0.00755163
1038,49,37,43,18,22,0.969177,0.0082442,57,38,43,15,21,0.970985,0.00757327
1039,49,37,43,18,22,0.96897,0.00827959,57,38,43,15,21,0.971158,0.00760815
1040,49,37,43,18,22,0.968584,0.00831645,57,38,43,15,21,0.971309,0.00765162
1041,49,37,43,18,22,0.968127,0.0083515,57,38,43,15,21,0.971381,0.00769637
1042,49,37,43,18,22,0.967732,0.00838202,57,38,43,15,21,0.971342,0.00773474
1043,49,37,43,18,22,0.967512,0.00840671,57,38,43,15,21,0.971194,0.00776101
1044,49,37,43,18,22,0.967521,0.00842608,57,38,43,15,21,0.970973,0.00777318
1045,49,37,43,18,22,0.967738,0.00844225,57,38,43,15,21,0.970737,0.00777359
1046,49,37,43,18,22,0.968075,0.00845835,57,38,43,15,21,0.970546,0.00776817
1047,49,37,43,18,22,0.968404,0.00847753,57,38,43,15,21,0.970447,0.00776462
1048,49,37,43,18,22,0.968601,0.00850197,57,38,43,15,21,0.970455,0.00777007
1049,49,37,43,18,22,0.968583,0.00853227,57,38,43,15,21,0.970556,0.00778885
1050,49,37,43,18,22,0.968339,0.00856725,57,38,43,15,21,0.970704,0.00782118
1051,49,37,43,18,22,0.967932,0.00860432,57,38,43,15,21,0.970842,0.00786309
1052,49,37,43,18,22,0.967477,0.00864029,57,38,43,15,21,0.970915,0.00790768
1053,49,37,43,18,22,0.967104,0.00867236,57,38,43,15,21,0.970889,0.00794718
1054,49,37,43,18,22,0.966918,0.00869893,57,38,43,15,21,0.970762,0.00797541
1055,49,37,43,18,22,0.966961,0.00872013,57,38,43,15,21,0.970562,0.00798966
1056,49,37,43,18,22,0.9672,0.0087377,57,38,43,15,21,0.970338,0.00799153
1057,49,37,43,18,22,0.967539,0.00875451,57,38,43,15,21,0.970146,0.00798643
1058,49,37,43,18,22,0.967849,0.00877364,57,38,43,15,21,0.970031,0.00798197
1059,49,37,43,18,22,0.96801,0.00879744,57,38,43,15,21,0.970014,0.00798556
1060,49,37,43,18,22,0.967952,0.00882683,57,38,43,15,21,0.970086,0.00800215
1061,49,37,43,18,22,0.967674,0.00886103,57,38,43,15,21,0.97021,0.00803272
1062,49,37,43,18,22,0.967249,0.00889782,57,38,43,15,21,0.970334,0.00807395
1063,49,37,43,18,22,0.966797,0.00893422,57,38,43,15,21,0.970408,0.00811923
1064,49,37,43,18,22,0.966446,0.0089674,57,38,43,15,21,0.970397,0.00816071
1065,49,37,43,18,22,0.966292,0.00899556,57,38,43,15,21,0.970292,0.00819171
1066,49,37,43,18,22,0.966366,0.00901845,57,38,43,15,21,0.970113,0.00820876
1067,49,37,43,18,22,0.966624,0.00903746,57,38,43,15,21,0.969903,0.0082127
1068,49,37,43,18,22,0.966962,0.00905516,57,38,43,15,21,0.969711,0.00820843
1069,49,37,43,18,22,0.967252,0.00907452,57,38,43,15,21,0.969583,0.00820336
1070,49,37,43,18,22,0.967378,0.009098,57,38,43,15,21,0.969541,0.00820521
1071,49,37,43,18,22,0.967281,0.00912684,57,38,43,15,21,0.969584,0.00821955
1072,49,37,43,18,22,0.966972,0.00916066,57,38,43,15,21,0.969684,0.00824816
1073,49,37,43,18,22,0.966532,0.00919759,57,38,43,15,21,0.969794,0.00828842
1074,49,37,43,18,22,0.966084,0.0092349,57,38,43,15,21,0.969868,0.00833413
1075,49,37,43,18,22,0.965755,0.0092698,57,38,43,15,21,0.969869,0.00837741
1076,49,37,43,18,22,0.965632,0.00930029,57,38,43,15,21,0.969784,0.00841114
1077,49,37,43,18,22,0.965734,0.00932579,57,38,43,15,21,0.969624,0.00843114
1078,49,37,43,18,22,0.966008,0.00934726,57,38,43,15,21,0.969426,0.00843744
1079,49,37,43,18,22,0.966344,0.00936693,57,38,43,15,21,0.969233,0.00843434
1080,49,37,43,18,22,0.966612,0.00938758,57,38,43,15,21,0.96909,0.00842902
1081,49,37,43,18,22,0.966704,0.00941168,57,38,43,15,21,0.969024,0.00842939
1082,49,37,43,18,22,0.96657,0.00944067,57,38,43,15,21,0.969038,0.00844164
1083,49,37,43,18,22,0.966231,0.00947449,57,38,43,15,21,0.969113,0.00846831
1084,49,37,43,18,22,0.965778,0.00951165,57,38,43,15,21,0.96921,0.00850754
1085,49,37,43,18,22,0.965337,0.00954965,57,38,43,15,21,0.969284,0.00855361
1086,49,37,43,18,22,0.96503,0.0095858,57,38,43,15,21,0.969298,0.00859871
1087,49,37,43,18,22,0.964936,0.00961801,57,38,43,15,21,0.969234,0.00863534
1088,49,37,43,18,22,0.965065,0.00964544,57,38,43,15,21,0.969096,0.00865863
1089,49,37,43,18,22,0.965352,0.00966876,57,38,43,15,21,0.968911,0.00866785
1090,49,37,43,18,22,0.965682,0.00968995,57,38,43,15,21,0.968719,0.00866663
1091,49,37,43,18,22,0.965927,0.00971165,57,38,43,15,21,0.968564,0.00866185
