1001,44,44,44,19,19,0.936425,-0.0169587
1002,44,44,44,19,19,0.937161,-0.0162558
1003,44,44,44,19,19,0.937562,-0.0155462
1004,44,44,44,19,19,0.937583,-0.0148486
1005,44,44,44,19,19,0.937514,-0.0141687
1006,44,44,44,19,19,0.937691,-0.0134942
1007,44,44,44,19,19,0.938173,-0.0128068
1008,44,44,44,19,19,0.938677,-0.0121
1009,44,44,44,19,19,0.938843,-0.0113856
1010,44,44,44,19,19,0.938572,-0.0106839
1011,44,44,44,19,19,0.938112,-0.0100068
1012,44,44,44,19,19,0.937812,-0.00934885
1013,44,44,44,19,19,0.937786,-0.00869433
1014,44,44,44,19,19,0.937788,-0.00803411
1015,44,44,44,19,19,0.937429,-0.00737612
1016,44,44,44,19,19,0.936528,-0.00674142
1017,44,44,44,19,19,0.935256,-0.00615004
1018,44,44,44,19,19,0.93396,-0.00560972
1019,44,44,44,19,19,0.932812,-0.005117
1020,44,44,44,19,19,0.931614,-0.00466874
1021,44,44,44,19,19,0.929942,-0.00427388
1022,44,44,44,19,19,0.92749,-0.00395683
1023,44,44,44,19,19,0.924295,-0.00375215
1024,44,44,44,19,19,0.920635,-0.00369729
1025,44,44,44,19,19,0.916694,-0.00382958
1026,44,44,44,19,19,0.912285,-0.00418842
1027,44,44,44,19,19,0.906897,-0.00482053
1028,44,44,44,19,19,0.900001,-0.00578754
1029,44,44,44,19,19,0.891346,-0.00717817
1030,44,44,44,19,19,0.880944,-0.00912459
1031,44,44,44,19,19,0.868759,-0.0118154
1032,44,44,44,19,19,0.854361,-0.0154957
1033,44,44,44,19,19,0.836848,-0.0204538
1034,44,44,44,19,19,0.815109,-0.0270153
1035,44,44,44,19,19,0.788165,-0.0355699
1036,44,44,44,19,19,0.755278,-0.0466402
1037,44,44,44,19,19,0.715763,-0.0609484
1038,44,44,44,19,19,0.668787,-0.0793939
1039,44,44,44,19,19,0.613604,-0.102861
1040,44,44,44,19,19,0.550367,-0.13185
1041,44,44,44,19,19,0.481159,-0.16606
1042,44,44,44,19,19,0.410492,-0.204123
